"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","NURSE","TOT","1000HAB","A","1999",5.1,
"POL","NURSE","TOT","1000HAB","A","2000",4.96,
"POL","NURSE","TOT","1000HAB","A","2001",4.88,
"POL","NURSE","TOT","1000HAB","A","2002",4.86,
"POL","NURSE","TOT","1000HAB","A","2003",4.75,
"POL","NURSE","TOT","1000HAB","A","2004",4.93,"B"
"POL","NURSE","TOT","1000HAB","A","2005",5.09,"B"
"POL","NURSE","TOT","1000HAB","A","2006",5.09,
"POL","NURSE","TOT","1000HAB","A","2007",5.18,
"POL","NURSE","TOT","1000HAB","A","2008",5.19,
"POL","NURSE","TOT","1000HAB","A","2009",5.25,
"POL","NURSE","TOT","1000HAB","A","2010",5.28,
"POL","NURSE","TOT","1000HAB","A","2011",5.28,
"POL","NURSE","TOT","1000HAB","A","2013",5.27,
"POL","NURSE","TOT","1000HAB","A","2014",5.24,
"POL","NURSE","TOT","1000HAB","A","2015",5.2,
"POL","NURSE","TOT","1000HAB","A","2016",5.16,
"POL","NURSE","TOT","1000HAB","A","2017",5.1,
"PRT","NURSE","TOT","1000HAB","A","2004",4.22,
"PRT","NURSE","TOT","1000HAB","A","2005",4.43,
"PRT","NURSE","TOT","1000HAB","A","2006",4.68,
"PRT","NURSE","TOT","1000HAB","A","2007",4.95,
"PRT","NURSE","TOT","1000HAB","A","2008",5.18,
"PRT","NURSE","TOT","1000HAB","A","2009",5.43,
"PRT","NURSE","TOT","1000HAB","A","2010",5.68,
"PRT","NURSE","TOT","1000HAB","A","2011",5.88,
"PRT","NURSE","TOT","1000HAB","A","2012",5.99,
"PRT","NURSE","TOT","1000HAB","A","2013",6.05,
"PRT","NURSE","TOT","1000HAB","A","2014",6.13,
"PRT","NURSE","TOT","1000HAB","A","2015",6.29,
"PRT","NURSE","TOT","1000HAB","A","2016",6.47,
"PRT","NURSE","TOT","1000HAB","A","2017",6.68,
"PRT","NURSE","TOT","1000HAB","A","2018",6.88,
"SVK","NURSE","TOT","1000HAB","A","1998",7.39,
"SVK","NURSE","TOT","1000HAB","A","1999",7.23,
"SVK","NURSE","TOT","1000HAB","A","2000",7.44,
"SVK","NURSE","TOT","1000HAB","A","2001",7.26,
"SVK","NURSE","TOT","1000HAB","A","2002",6.93,
"SVK","NURSE","TOT","1000HAB","A","2003",6.53,
"SVK","NURSE","TOT","1000HAB","A","2004",6.33,
"SVK","NURSE","TOT","1000HAB","A","2005",6.02,
"SVK","NURSE","TOT","1000HAB","A","2006",6.06,
"SVK","NURSE","TOT","1000HAB","A","2007",6.33,
"SVK","NURSE","TOT","1000HAB","A","2008",6.28,
"SVK","NURSE","TOT","1000HAB","A","2009",6.07,
"SVK","NURSE","TOT","1000HAB","A","2010",6.07,
"SVK","NURSE","TOT","1000HAB","A","2011",5.94,
"SVK","NURSE","TOT","1000HAB","A","2012",5.82,
"SVK","NURSE","TOT","1000HAB","A","2013",5.75,
"SVK","NURSE","TOT","1000HAB","A","2014",5.75,
"SVK","NURSE","TOT","1000HAB","A","2015",5.7,
"SVK","NURSE","TOT","1000HAB","A","2016",5.74,
"SVK","NURSE","TOT","1000HAB","A","2017",5.65,
"SVK","NURSE","TOT","1000HAB","A","2018",5.7,
"ESP","NURSE","TOT","1000HAB","A","1980",2.1,
"ESP","NURSE","TOT","1000HAB","A","1985",2.24,
"ESP","NURSE","TOT","1000HAB","A","1990",2.68,
"ESP","NURSE","TOT","1000HAB","A","1996",3.26,
"ESP","NURSE","TOT","1000HAB","A","1997",3.34,
"ESP","NURSE","TOT","1000HAB","A","1998",3.32,
"ESP","NURSE","TOT","1000HAB","A","1999",3.37,
"ESP","NURSE","TOT","1000HAB","A","2000",3.54,
"ESP","NURSE","TOT","1000HAB","A","2001",3.88,
"ESP","NURSE","TOT","1000HAB","A","2002",4.07,
"ESP","NURSE","TOT","1000HAB","A","2003",4.29,
"ESP","NURSE","TOT","1000HAB","A","2004",4.3,
"ESP","NURSE","TOT","1000HAB","A","2005",4.36,
"ESP","NURSE","TOT","1000HAB","A","2006",4.46,
"ESP","NURSE","TOT","1000HAB","A","2007",4.6,
"ESP","NURSE","TOT","1000HAB","A","2008",4.82,
"ESP","NURSE","TOT","1000HAB","A","2009",4.95,
"ESP","NURSE","TOT","1000HAB","A","2010",5.15,
"ESP","NURSE","TOT","1000HAB","A","2011",5.22,
"ESP","NURSE","TOT","1000HAB","A","2012",5.24,
"ESP","NURSE","TOT","1000HAB","A","2013",5.14,
"ESP","NURSE","TOT","1000HAB","A","2014",5.15,
"ESP","NURSE","TOT","1000HAB","A","2015",5.29,
"ESP","NURSE","TOT","1000HAB","A","2016",5.51,
"ESP","NURSE","TOT","1000HAB","A","2017",5.74,
"ESP","NURSE","TOT","1000HAB","A","2018",5.87,
"CHE","NURSE","TOT","1000HAB","A","2000",11.59,"E"
"CHE","NURSE","TOT","1000HAB","A","2001",11.9,"E"
"CHE","NURSE","TOT","1000HAB","A","2002",12.31,"E"
"CHE","NURSE","TOT","1000HAB","A","2003",12.84,"E"
"CHE","NURSE","TOT","1000HAB","A","2004",12.72,"E"
"CHE","NURSE","TOT","1000HAB","A","2005",12.67,"E"
"CHE","NURSE","TOT","1000HAB","A","2006",13.09,"E"
"CHE","NURSE","TOT","1000HAB","A","2007",13.34,"E"
"CHE","NURSE","TOT","1000HAB","A","2008",13.59,"E"
"CHE","NURSE","TOT","1000HAB","A","2009",13.86,"E"
"CHE","NURSE","TOT","1000HAB","A","2010",14.64,"B"
"CHE","NURSE","TOT","1000HAB","A","2011",15.17,
"CHE","NURSE","TOT","1000HAB","A","2012",15.57,
"CHE","NURSE","TOT","1000HAB","A","2013",15.91,
"CHE","NURSE","TOT","1000HAB","A","2014",16.16,
"CHE","NURSE","TOT","1000HAB","A","2015",16.58,
"CHE","NURSE","TOT","1000HAB","A","2016",17.02,
"CHE","NURSE","TOT","1000HAB","A","2017",17.23,
"CHE","NURSE","TOT","1000HAB","A","2018",17.59,
"TUR","NURSE","TOT","1000HAB","A","1993",0.91,
"TUR","NURSE","TOT","1000HAB","A","1994",0.93,
"TUR","NURSE","TOT","1000HAB","A","1995",1.01,
"TUR","NURSE","TOT","1000HAB","A","1996",0.99,
"TUR","NURSE","TOT","1000HAB","A","1997",1.02,
"TUR","NURSE","TOT","1000HAB","A","1998",1.04,
"TUR","NURSE","TOT","1000HAB","A","1999",1.03,
"TUR","NURSE","TOT","1000HAB","A","2000",1.06,
"TUR","NURSE","TOT","1000HAB","A","2001",1.11,
"TUR","NURSE","TOT","1000HAB","A","2002",1.1,
"TUR","NURSE","TOT","1000HAB","A","2003",1.12,
"TUR","NURSE","TOT","1000HAB","A","2004",1.12,
"TUR","NURSE","TOT","1000HAB","A","2005",1.14,
"TUR","NURSE","TOT","1000HAB","A","2006",1.19,
"TUR","NURSE","TOT","1000HAB","A","2007",1.35,
"TUR","NURSE","TOT","1000HAB","A","2008",1.41,
"TUR","NURSE","TOT","1000HAB","A","2009",1.46,
"TUR","NURSE","TOT","1000HAB","A","2010",1.57,
"TUR","NURSE","TOT","1000HAB","A","2011",1.68,
"TUR","NURSE","TOT","1000HAB","A","2012",1.79,
"TUR","NURSE","TOT","1000HAB","A","2013",1.83,
"TUR","NURSE","TOT","1000HAB","A","2014",1.85,
"TUR","NURSE","TOT","1000HAB","A","2015",1.95,
"TUR","NURSE","TOT","1000HAB","A","2016",1.93,
"TUR","NURSE","TOT","1000HAB","A","2017",2.07,
"TUR","NURSE","TOT","1000HAB","A","2018",2.34,"B"
"GBR","NURSE","TOT","1000HAB","A","2000",8.15,"D"
"GBR","NURSE","TOT","1000HAB","A","2001",8.35,"D"
"GBR","NURSE","TOT","1000HAB","A","2002",8.65,"D"
"GBR","NURSE","TOT","1000HAB","A","2003",8.89,"D"
"GBR","NURSE","TOT","1000HAB","A","2004",9.03,"D"
"GBR","NURSE","TOT","1000HAB","A","2005",9.15,"D"
"GBR","NURSE","TOT","1000HAB","A","2006",8.99,"D"
"GBR","NURSE","TOT","1000HAB","A","2007",8.65,"D"
"GBR","NURSE","TOT","1000HAB","A","2008",8.67,"D"
"GBR","NURSE","TOT","1000HAB","A","2009",8.51,"D"
"GBR","NURSE","TOT","1000HAB","A","2010",8.41,"D"
"GBR","NURSE","TOT","1000HAB","A","2011",8.2,"D"
"GBR","NURSE","TOT","1000HAB","A","2012",7.94,"D"
"GBR","NURSE","TOT","1000HAB","A","2013",7.94,"D"
"GBR","NURSE","TOT","1000HAB","A","2014",7.94,"D"
"GBR","NURSE","TOT","1000HAB","A","2015",7.91,"D"
"GBR","NURSE","TOT","1000HAB","A","2016",7.88,"D"
"GBR","NURSE","TOT","1000HAB","A","2017",7.83,"D"
"GBR","NURSE","TOT","1000HAB","A","2018",7.78,
"USA","NURSE","TOT","1000HAB","A","1999",10.37,
"USA","NURSE","TOT","1000HAB","A","2000",10.17,
"USA","NURSE","TOT","1000HAB","A","2001",10.18,
"USA","NURSE","TOT","1000HAB","A","2002",10.19,
"USA","NURSE","TOT","1000HAB","A","2003",10.1,
"USA","NURSE","TOT","1000HAB","A","2004",10.3,
"USA","NURSE","TOT","1000HAB","A","2005",10.42,
"USA","NURSE","TOT","1000HAB","A","2006",10.52,
"USA","NURSE","TOT","1000HAB","A","2007",10.58,
"USA","NURSE","TOT","1000HAB","A","2008",10.76,
"USA","NURSE","TOT","1000HAB","A","2009",10.8,
"USA","NURSE","TOT","1000HAB","A","2010",10.94,
"USA","NURSE","TOT","1000HAB","A","2011",11.09,
"USA","NURSE","TOT","1000HAB","A","2012",11.15,
"USA","NURSE","TOT","1000HAB","A","2013",11.14,
"USA","NURSE","TOT","1000HAB","A","2014",11.18,
"USA","NURSE","TOT","1000HAB","A","2015",11.31,
"USA","NURSE","TOT","1000HAB","A","2016",11.63,
"USA","NURSE","TOT","1000HAB","A","2017",11.77,
"USA","NURSE","TOT","1000HAB","A","2018",11.89,
"BRA","NURSE","TOT","1000HAB","A","1990",0.23,
"BRA","NURSE","TOT","1000HAB","A","1991",0.25,
"BRA","NURSE","TOT","1000HAB","A","1992",0.26,
"BRA","NURSE","TOT","1000HAB","A","1993",0.27,
"BRA","NURSE","TOT","1000HAB","A","1994",0.28,
"BRA","NURSE","TOT","1000HAB","A","1995",0.3,
"BRA","NURSE","TOT","1000HAB","A","1996",0.34,
"BRA","NURSE","TOT","1000HAB","A","1997",0.37,
"BRA","NURSE","TOT","1000HAB","A","1998",0.39,
"BRA","NURSE","TOT","1000HAB","A","1999",0.42,
"BRA","NURSE","TOT","1000HAB","A","2000",0.43,
"BRA","NURSE","TOT","1000HAB","A","2001",0.46,
"BRA","NURSE","TOT","1000HAB","A","2002",0.5,
"BRA","NURSE","TOT","1000HAB","A","2003",0.53,
"BRA","NURSE","TOT","1000HAB","A","2004",0.54,
"BRA","NURSE","TOT","1000HAB","A","2005",0.55,
"BRA","NURSE","TOT","1000HAB","A","2006",0.55,
"BRA","NURSE","TOT","1000HAB","A","2007",0.94,
"BRA","NURSE","TOT","1000HAB","A","2008",0.93,
"BRA","NURSE","TOT","1000HAB","A","2010",1.47,
"CHN","NURSE","TOT","1000HAB","A","1978",0.42,
"CHN","NURSE","TOT","1000HAB","A","1980",0.47,
"CHN","NURSE","TOT","1000HAB","A","1985",0.59,
"CHN","NURSE","TOT","1000HAB","A","1990",0.83,
"CHN","NURSE","TOT","1000HAB","A","1995",0.91,"D"
"CHN","NURSE","TOT","1000HAB","A","1996",0.93,"D"
"CHN","NURSE","TOT","1000HAB","A","1997",0.95,"D"
"CHN","NURSE","TOT","1000HAB","A","1998",0.96,"D"
"CHN","NURSE","TOT","1000HAB","A","1999",0.97,"D"
"CHN","NURSE","TOT","1000HAB","A","2000",0.98,"D"
"CHN","NURSE","TOT","1000HAB","A","2001",0.99,"D"
"CHN","NURSE","TOT","1000HAB","A","2002",0.95,"D"
"CHN","NURSE","TOT","1000HAB","A","2003",0.96,"D"
"CHN","NURSE","TOT","1000HAB","A","2004",0.99,"D"
"CHN","NURSE","TOT","1000HAB","A","2005",1.01,"D"
"CHN","NURSE","TOT","1000HAB","A","2006",1.07,"D"
"CHN","NURSE","TOT","1000HAB","A","2007",1.16,"D"
"CHN","NURSE","TOT","1000HAB","A","2008",1.24,"D"
"CHN","NURSE","TOT","1000HAB","A","2009",1.36,"D"
"CHN","NURSE","TOT","1000HAB","A","2010",1.5,"D"
"CHN","NURSE","TOT","1000HAB","A","2011",1.63,"D"
"CHN","NURSE","TOT","1000HAB","A","2012",1.8,"D"
"CHN","NURSE","TOT","1000HAB","A","2013",2,"D"
"CHN","NURSE","TOT","1000HAB","A","2014",2.15,"D"
"CHN","NURSE","TOT","1000HAB","A","2015",2.3,"D"
"CHN","NURSE","TOT","1000HAB","A","2016",2.48,"D"
"CHN","NURSE","TOT","1000HAB","A","2017",2.68,"D"
"EST","NURSE","TOT","1000HAB","A","1980",7.4,
"EST","NURSE","TOT","1000HAB","A","1981",7.63,
"EST","NURSE","TOT","1000HAB","A","1982",7.95,
"EST","NURSE","TOT","1000HAB","A","1983",8,
"EST","NURSE","TOT","1000HAB","A","1984",8.11,
"EST","NURSE","TOT","1000HAB","A","1985",8.2,
"EST","NURSE","TOT","1000HAB","A","1986",8.25,
"EST","NURSE","TOT","1000HAB","A","1987",8.39,
"EST","NURSE","TOT","1000HAB","A","1988",8.33,
"EST","NURSE","TOT","1000HAB","A","1989",8.17,
"EST","NURSE","TOT","1000HAB","A","1990",8.13,
"EST","NURSE","TOT","1000HAB","A","1991",6.51,
"EST","NURSE","TOT","1000HAB","A","1992",6.45,"B"
"EST","NURSE","TOT","1000HAB","A","1993",6.52,
"EST","NURSE","TOT","1000HAB","A","1994",6.44,
"EST","NURSE","TOT","1000HAB","A","1995",6.44,
"EST","NURSE","TOT","1000HAB","A","1996",6.26,
"EST","NURSE","TOT","1000HAB","A","1997",6.17,
"EST","NURSE","TOT","1000HAB","A","1998",6.14,
"EST","NURSE","TOT","1000HAB","A","1999",5.99,
"EST","NURSE","TOT","1000HAB","A","2000",5.84,
"EST","NURSE","TOT","1000HAB","A","2001",5.8,
"EST","NURSE","TOT","1000HAB","A","2002",6.01,
"EST","NURSE","TOT","1000HAB","A","2003",6.14,
"EST","NURSE","TOT","1000HAB","A","2004",6.24,
"EST","NURSE","TOT","1000HAB","A","2005",6.29,"B"
"EST","NURSE","TOT","1000HAB","A","2006",6.31,
"EST","NURSE","TOT","1000HAB","A","2007",6.4,
"EST","NURSE","TOT","1000HAB","A","2008",6.41,
"EST","NURSE","TOT","1000HAB","A","2009",6.16,
"EST","NURSE","TOT","1000HAB","A","2010",6.12,
"EST","NURSE","TOT","1000HAB","A","2011",6.24,
"EST","NURSE","TOT","1000HAB","A","2012",6.17,"B"
"EST","NURSE","TOT","1000HAB","A","2013",5.64,"B"
"EST","NURSE","TOT","1000HAB","A","2014",5.74,
"EST","NURSE","TOT","1000HAB","A","2015",6.01,
"EST","NURSE","TOT","1000HAB","A","2016",6.1,
"EST","NURSE","TOT","1000HAB","A","2017",6.19,
"EST","NURSE","TOT","1000HAB","A","2018",6.29,
"IND","NURSE","TOT","1000HAB","A","1999",0.71,"D"
"IND","NURSE","TOT","1000HAB","A","2000",0.73,"D"
"IND","NURSE","TOT","1000HAB","A","2001",0.75,"D"
"IND","NURSE","TOT","1000HAB","A","2003",0.76,"D"
"IND","NURSE","TOT","1000HAB","A","2004",0.77,"D"
"IND","NURSE","TOT","1000HAB","A","2006",0.78,"D"
"IND","NURSE","TOT","1000HAB","A","2007",0.79,"D"
"IND","NURSE","TOT","1000HAB","A","2008",0.81,"D"
"IND","NURSE","TOT","1000HAB","A","2009",0.86,"D"
"IND","NURSE","TOT","1000HAB","A","2010",0.87,"D"
"IND","NURSE","TOT","1000HAB","A","2011",0.99,"D"
"IND","NURSE","TOT","1000HAB","A","2012",1.11,"D"
"IND","NURSE","TOT","1000HAB","A","2013",1.22,"D"
"IND","NURSE","TOT","1000HAB","A","2014",1.37,"D"
"IND","NURSE","TOT","1000HAB","A","2015",1.45,"D"
"IND","NURSE","TOT","1000HAB","A","2016",1.5,"D"
"IDN","NURSE","TOT","1000HAB","A","2009",0.77,
"IDN","NURSE","TOT","1000HAB","A","2010",0.71,
"IDN","NURSE","TOT","1000HAB","A","2011",0.91,
"IDN","NURSE","TOT","1000HAB","A","2012",0.96,
"IDN","NURSE","TOT","1000HAB","A","2013",1.16,
"ISR","NURSE","TOT","1000HAB","A","1996",5.3,
"ISR","NURSE","TOT","1000HAB","A","1997",5.25,
"ISR","NURSE","TOT","1000HAB","A","1998",5.34,
"ISR","NURSE","TOT","1000HAB","A","1999",5.43,
"ISR","NURSE","TOT","1000HAB","A","2000",5.43,
"ISR","NURSE","TOT","1000HAB","A","2001",5.49,
"ISR","NURSE","TOT","1000HAB","A","2002",5.41,
"ISR","NURSE","TOT","1000HAB","A","2003",5.28,
"ISR","NURSE","TOT","1000HAB","A","2004",5.15,
"ISR","NURSE","TOT","1000HAB","A","2005",5.23,
"ISR","NURSE","TOT","1000HAB","A","2006",5.22,
"ISR","NURSE","TOT","1000HAB","A","2007",5.11,
"ISR","NURSE","TOT","1000HAB","A","2008",4.88,
"ISR","NURSE","TOT","1000HAB","A","2009",4.73,
"ISR","NURSE","TOT","1000HAB","A","2010",4.71,
"ISR","NURSE","TOT","1000HAB","A","2011",4.8,
"ISR","NURSE","TOT","1000HAB","A","2012",4.82,
"ISR","NURSE","TOT","1000HAB","A","2013",4.86,
"ISR","NURSE","TOT","1000HAB","A","2014",4.86,
"ISR","NURSE","TOT","1000HAB","A","2015",4.88,
"ISR","NURSE","TOT","1000HAB","A","2016",4.99,
"ISR","NURSE","TOT","1000HAB","A","2017",5.08,
"ISR","NURSE","TOT","1000HAB","A","2018",5.03,
"RUS","NURSE","TOT","1000HAB","A","1985",8.23,
"RUS","NURSE","TOT","1000HAB","A","1990",6.71,
"RUS","NURSE","TOT","1000HAB","A","1991",6.26,
"RUS","NURSE","TOT","1000HAB","A","1992",6.33,
"RUS","NURSE","TOT","1000HAB","A","1993",6.41,
"RUS","NURSE","TOT","1000HAB","A","1994",6.71,
"RUS","NURSE","TOT","1000HAB","A","1995",6.76,
"RUS","NURSE","TOT","1000HAB","A","1996",6.61,
"RUS","NURSE","TOT","1000HAB","A","1997",6.58,
"RUS","NURSE","TOT","1000HAB","A","1998",6.48,
"RUS","NURSE","TOT","1000HAB","A","1999",6.51,
"RUS","NURSE","TOT","1000HAB","A","2000",6.91,
"RUS","NURSE","TOT","1000HAB","A","2001",6.99,
"RUS","NURSE","TOT","1000HAB","A","2002",7.15,
"RUS","NURSE","TOT","1000HAB","A","2003",7.21,
"RUS","NURSE","TOT","1000HAB","A","2004",7.27,
"RUS","NURSE","TOT","1000HAB","A","2005",7.31,
"RUS","NURSE","TOT","1000HAB","A","2006",7.45,
"RUS","NURSE","TOT","1000HAB","A","2007",7.46,
"RUS","NURSE","TOT","1000HAB","A","2008",7.32,
"RUS","NURSE","TOT","1000HAB","A","2009",7.36,
"RUS","NURSE","TOT","1000HAB","A","2010",7.29,
"RUS","NURSE","TOT","1000HAB","A","2011",8.76,"B"
"RUS","NURSE","TOT","1000HAB","A","2012",8.51,
"RUS","NURSE","TOT","1000HAB","A","2013",8.79,
"RUS","NURSE","TOT","1000HAB","A","2014",8.95,"B"
"RUS","NURSE","TOT","1000HAB","A","2015",8.51,
"RUS","NURSE","TOT","1000HAB","A","2016",8.46,
"RUS","NURSE","TOT","1000HAB","A","2017",8.47,
"RUS","NURSE","TOT","1000HAB","A","2018",8.46,
"SVN","NURSE","TOT","1000HAB","A","2000",6.85,
"SVN","NURSE","TOT","1000HAB","A","2001",7.13,
"SVN","NURSE","TOT","1000HAB","A","2002",7.16,
"SVN","NURSE","TOT","1000HAB","A","2003",7.35,
"SVN","NURSE","TOT","1000HAB","A","2004",7.4,
"SVN","NURSE","TOT","1000HAB","A","2005",7.48,
"SVN","NURSE","TOT","1000HAB","A","2006",7.6,
"SVN","NURSE","TOT","1000HAB","A","2007",7.72,
"SVN","NURSE","TOT","1000HAB","A","2008",7.88,
"SVN","NURSE","TOT","1000HAB","A","2009",8.03,
"SVN","NURSE","TOT","1000HAB","A","2010",8.19,
"SVN","NURSE","TOT","1000HAB","A","2011",8.33,
"SVN","NURSE","TOT","1000HAB","A","2012",8.16,
"SVN","NURSE","TOT","1000HAB","A","2013",8.32,
"SVN","NURSE","TOT","1000HAB","A","2014",8.56,
"SVN","NURSE","TOT","1000HAB","A","2015",8.78,
"SVN","NURSE","TOT","1000HAB","A","2016",9.65,
"SVN","NURSE","TOT","1000HAB","A","2017",9.92,
"SVN","NURSE","TOT","1000HAB","A","2018",10.14,
"ZAF","NURSE","TOT","1000HAB","A","1998",0.75,
"ZAF","NURSE","TOT","1000HAB","A","1999",0.74,
"ZAF","NURSE","TOT","1000HAB","A","2000",0.72,
"ZAF","NURSE","TOT","1000HAB","A","2001",0.7,
"ZAF","NURSE","TOT","1000HAB","A","2002",0.7,
"ZAF","NURSE","TOT","1000HAB","A","2003",0.72,
"ZAF","NURSE","TOT","1000HAB","A","2004",0.75,
"ZAF","NURSE","TOT","1000HAB","A","2005",0.77,
"ZAF","NURSE","TOT","1000HAB","A","2006",0.81,
"ZAF","NURSE","TOT","1000HAB","A","2007",0.83,
"ZAF","NURSE","TOT","1000HAB","A","2008",0.88,
"ZAF","NURSE","TOT","1000HAB","A","2009",0.95,
"ZAF","NURSE","TOT","1000HAB","A","2010",1.02,
"ZAF","NURSE","TOT","1000HAB","A","2011",1.06,
"ZAF","NURSE","TOT","1000HAB","A","2012",1.11,
"ZAF","NURSE","TOT","1000HAB","A","2013",1.19,
"ZAF","NURSE","TOT","1000HAB","A","2014",1.23,
"ZAF","NURSE","TOT","1000HAB","A","2015",1.27,
"ZAF","NURSE","TOT","1000HAB","A","2016",1.31,
"ZAF","NURSE","TOT","1000HAB","A","2017",1.31,
"ITA","NURSE","TOT","1000HAB","A","2011",6.48,
"ITA","NURSE","TOT","1000HAB","A","2012",6.41,
"ITA","NURSE","TOT","1000HAB","A","2013",6.14,
"ITA","NURSE","TOT","1000HAB","A","2014",6.15,
"ITA","NURSE","TOT","1000HAB","A","2015",6.11,
"ITA","NURSE","TOT","1000HAB","A","2016",6.54,
"ITA","NURSE","TOT","1000HAB","A","2017",6.71,
"ITA","NURSE","TOT","1000HAB","A","2018",6.73,
"BEL","NURSE","TOT","1000HAB","A","2004",8.79,"E"
"BEL","NURSE","TOT","1000HAB","A","2005",9.01,"E"
"BEL","NURSE","TOT","1000HAB","A","2006",9.12,"E"
"BEL","NURSE","TOT","1000HAB","A","2007",9.24,"E"
"BEL","NURSE","TOT","1000HAB","A","2008",9.32,"E"
"BEL","NURSE","TOT","1000HAB","A","2009",9.42,
"BEL","NURSE","TOT","1000HAB","A","2010",9.59,"E"
"BEL","NURSE","TOT","1000HAB","A","2011",9.81,"E"
"BEL","NURSE","TOT","1000HAB","A","2012",10.02,"E"
"BEL","NURSE","TOT","1000HAB","A","2013",10.3,"E"
"BEL","NURSE","TOT","1000HAB","A","2014",10.58,"E"
"BEL","NURSE","TOT","1000HAB","A","2015",10.83,"E"
"BEL","NURSE","TOT","1000HAB","A","2016",10.96,
"BEL","NURSE","TOT","1000HAB","A","2017",11.22,
"SWE","NURSE","TOT","1000HAB","A","1995",9.33,
"SWE","NURSE","TOT","1000HAB","A","1996",9.31,
"SWE","NURSE","TOT","1000HAB","A","1997",9.24,
"SWE","NURSE","TOT","1000HAB","A","1998",9.43,
"SWE","NURSE","TOT","1000HAB","A","1999",9.54,
"SWE","NURSE","TOT","1000HAB","A","2000",9.62,
"SWE","NURSE","TOT","1000HAB","A","2001",9.76,
"SWE","NURSE","TOT","1000HAB","A","2002",9.97,
"SWE","NURSE","TOT","1000HAB","A","2003",10.08,
"SWE","NURSE","TOT","1000HAB","A","2004",10.27,
"SWE","NURSE","TOT","1000HAB","A","2005",10.46,
"SWE","NURSE","TOT","1000HAB","A","2006",10.62,
"SWE","NURSE","TOT","1000HAB","A","2007",10.73,
"SWE","NURSE","TOT","1000HAB","A","2008",10.76,
"SWE","NURSE","TOT","1000HAB","A","2009",10.77,
"SWE","NURSE","TOT","1000HAB","A","2010",10.84,
"SWE","NURSE","TOT","1000HAB","A","2011",10.87,
"SWE","NURSE","TOT","1000HAB","A","2012",10.91,
"SWE","NURSE","TOT","1000HAB","A","2013",10.94,
"SWE","NURSE","TOT","1000HAB","A","2014",10.93,
"SWE","NURSE","TOT","1000HAB","A","2015",10.94,
"SWE","NURSE","TOT","1000HAB","A","2016",10.91,
"SWE","NURSE","TOT","1000HAB","A","2017",10.88,
"COL","NURSE","TOT","1000HAB","A","1990",0.32,
"COL","NURSE","TOT","1000HAB","A","1991",0.33,
"COL","NURSE","TOT","1000HAB","A","1992",0.34,
"COL","NURSE","TOT","1000HAB","A","1993",0.36,
"COL","NURSE","TOT","1000HAB","A","1994",0.37,
"COL","NURSE","TOT","1000HAB","A","1995",0.39,
"COL","NURSE","TOT","1000HAB","A","1996",0.4,
"COL","NURSE","TOT","1000HAB","A","1997",0.41,
"COL","NURSE","TOT","1000HAB","A","1998",0.44,
"COL","NURSE","TOT","1000HAB","A","1999",0.46,
"COL","NURSE","TOT","1000HAB","A","2000",0.49,
"COL","NURSE","TOT","1000HAB","A","2001",0.52,
"COL","NURSE","TOT","1000HAB","A","2002",0.55,
"COL","NURSE","TOT","1000HAB","A","2003",0.58,
"COL","NURSE","TOT","1000HAB","A","2004",0.62,
"COL","NURSE","TOT","1000HAB","A","2005",0.66,
"COL","NURSE","TOT","1000HAB","A","2006",0.69,
"COL","NURSE","TOT","1000HAB","A","2007",0.73,
"COL","NURSE","TOT","1000HAB","A","2008",0.77,
"COL","NURSE","TOT","1000HAB","A","2009",0.82,
"COL","NURSE","TOT","1000HAB","A","2010",0.86,
"COL","NURSE","TOT","1000HAB","A","2011",0.92,
"COL","NURSE","TOT","1000HAB","A","2012",0.98,
"COL","NURSE","TOT","1000HAB","A","2013",1.03,
"COL","NURSE","TOT","1000HAB","A","2014",1.09,
"COL","NURSE","TOT","1000HAB","A","2015",1.15,
"COL","NURSE","TOT","1000HAB","A","2016",1.21,
"COL","NURSE","TOT","1000HAB","A","2017",1.26,
"COL","NURSE","TOT","1000HAB","A","2018",1.33,
"LVA","NURSE","TOT","1000HAB","A","1989",5.53,
"LVA","NURSE","TOT","1000HAB","A","1990",5.72,
"LVA","NURSE","TOT","1000HAB","A","1991",5.85,
"LVA","NURSE","TOT","1000HAB","A","1992",5.43,
"LVA","NURSE","TOT","1000HAB","A","1993",5.13,
"LVA","NURSE","TOT","1000HAB","A","1994",4.57,
"LVA","NURSE","TOT","1000HAB","A","1995",4.88,
"LVA","NURSE","TOT","1000HAB","A","1996",4.86,
"LVA","NURSE","TOT","1000HAB","A","1997",4.71,
"LVA","NURSE","TOT","1000HAB","A","1998",4.47,
"LVA","NURSE","TOT","1000HAB","A","1999",4.66,
"LVA","NURSE","TOT","1000HAB","A","2000",4.58,
"LVA","NURSE","TOT","1000HAB","A","2001",4.51,
"LVA","NURSE","TOT","1000HAB","A","2002",4.56,
"LVA","NURSE","TOT","1000HAB","A","2003",4.72,
"LVA","NURSE","TOT","1000HAB","A","2004",4.88,
"LVA","NURSE","TOT","1000HAB","A","2005",5,"B"
"LVA","NURSE","TOT","1000HAB","A","2006",5.61,
"LVA","NURSE","TOT","1000HAB","A","2007",5.53,
"LVA","NURSE","TOT","1000HAB","A","2008",5.55,
"LVA","NURSE","TOT","1000HAB","A","2009",4.9,
"LVA","NURSE","TOT","1000HAB","A","2010",5.01,
